,index,videoId,title,channelId,channel,description,publication_date,duration,view_count,like_count,comment_count,tags
10,Nucléaire : quel avenir en France ? - L'Express,B_Ey0KZVZww,Nucléaire : quel avenir en France ?,UCp2kK3DyhpgFOdILF3BBC9A,L'Express,"Nous avons posé la question à notre chroniqueuse Cécile Maisonneuve, Senior Fellow à l'Institut Montaigne.

#nucleaire #France #energie

__________________________________ 

S’abonner à la chaîne : https://bit.ly/2P99bfL 
Télécharger l'application : https://app.adjust.com/ulautn_ww4r6b
Facebook : https://www.facebook.com/LExpress 
Instagram : https://www.instagram.com/lexpressfr/
Linkedin : https://www.linkedin.com/company/lexpress/",2023-01-04T17:11:31Z,PT1M,794,21,0,"[""l'express"", ""l'express vidéo"", 'express vidéo', 'express actualité']"
11,En finir avec notre légendaire pessimisme français - L'Express,UkS_CFkABEY,En finir avec notre légendaire pessimisme français,UCp2kK3DyhpgFOdILF3BBC9A,L'Express,"Notre faculté à toujours voir le verre à moitié vide est internationalement reconnue. De nombreuses enquêtes d'opinion l'attestent. Mais d'où nous vient ce french misérabilisme ? L'Express a mené l'enquête en vidéo.  


Avec les interventions de Frédéric Dabi (Ifop), Nicolas Bouzou, Robert Plomin et Luc Ferry. 

#france #francais #resolution 
__________________________________ 

S’abonner à la chaîne : https://bit.ly/2P99bfL 
Télécharger l'application : https://app.adjust.com/ulautn_ww4r6b
Facebook : https://www.facebook.com/LExpress 
Instagram : https://www.instagram.com/lexpressfr/
Linkedin : https://www.linkedin.com/company/lexpress/",2023-01-01T16:30:01Z,PT14M6S,2302,33,2,"[""l'express"", ""l'express vidéo"", 'express vidéo', 'express actualité']"
12,Qu'est-ce que le Web 3.0 ? - L'Express,IYfU5SvCZf0,Qu'est-ce que le Web 3.0 ?,UCp2kK3DyhpgFOdILF3BBC9A,L'Express,"Qu’est-ce que le Web3 ? 

Chaque vendredi, l'équipe de La Loupe range dans son armoire la définition d'un concept dont vous entendez souvent parler dans l'actualité... Sans forcément en saisir tous les enjeux.

Dans cet épisode, Xavier Yvon et Anne Cagan, cheffe de rubrique Tech à L'Express, vous expliquent ce que signifie le ""Web3"".

Écoutez cet épisode et abonnez-vous à La Loupe sur Apple Podcasts, Spotify, Deezer, Google Podcasts, Podcast Addict et Amazon Music.
__________________________________ 

S’abonner à la chaîne : https://bit.ly/2P99bfL 
Télécharger l'application : https://app.adjust.com/ulautn_ww4r6b
Facebook : https://www.facebook.com/LExpress 
Instagram : https://www.instagram.com/lexpressfr/
Linkedin : https://www.linkedin.com/company/lexpress/",2022-12-30T17:00:11Z,PT1M,137,5,0,"[""l'express"", ""l'express vidéo"", 'express vidéo', 'express actualité']"
13,Le meilleur atout de la France : le luxe ? - L'Express,i_UlZy11MsM,Le meilleur atout de la France : le luxe ?,UCp2kK3DyhpgFOdILF3BBC9A,L'Express,"Quels sont les domaines d’excellence de la France ? 

D’après Emmanuel Combe, ce sont la technologie et le luxe. 
Selon l’économiste, pour devenir souveraine, la France doit miser tant sur son excellence technologique que sur son excellence du luxe. 
Ainsi, le pays pourrait exporter vers le monde des productions dont lui seul possède l’expertise. 
__________________________________ 

S’abonner à la chaîne : https://bit.ly/2P99bfL 
Télécharger l'application : https://app.adjust.com/ulautn_ww4r6b
Facebook : https://www.facebook.com/LExpress 
Instagram : https://www.instagram.com/lexpressfr/
Linkedin : https://www.linkedin.com/company/lexpress/",2022-12-28T17:00:26Z,PT1M,322,12,0,"[""l'express"", ""l'express vidéo"", 'express vidéo', 'express actualité']"
14,"PODCAST. Ukraine : Daniel de Galicie, le début de l'Histoire (1/4) (rediffusion) - L'Express",RYF7qyKqzl4,"PODCAST. Ukraine : Daniel de Galicie, le début de l'Histoire (1/4) (rediffusion)",UCp2kK3DyhpgFOdILF3BBC9A,L'Express,"""L'Ukraine fait partie de notre Histoire"", a justifié Vladimir Poutine, quelques jours avant le début de l'invasion russe. Tandis que le dictateur a fait de la négation de l'existence même d'une nation ukrainienne l'un des ""arguments"" de sa guerre, La Loupe a décidé de se plonger dans les livres d'Histoire.

Dans cet épisode de La Loupe, on vous brosse le portrait du Roi Daniel de Galicie, qui marque le début de l'essor de l'identité ukrainienne, avec l'historien Iarolsav Lebedynsky, enseignant à l'INALCO. 
__________________________________ 

S’abonner à la chaîne : https://bit.ly/2P99bfL 
Télécharger l'application : https://app.adjust.com/ulautn_ww4r6b
Facebook : https://www.facebook.com/LExpress 
Instagram : https://www.instagram.com/lexpressfr/
Linkedin : https://www.linkedin.com/company/lexpress/",2022-12-26T19:01:10Z,PT11M36S,133,2,0,"[""l'express"", ""l'express vidéo"", 'express vidéo', 'express actualité']"
15,"Risque tsunami en France, sommes nous prêts ? - L'Express",Ar1wFcWRPU0,"Risque tsunami en France, sommes nous prêts ?",UCp2kK3DyhpgFOdILF3BBC9A,L'Express,"Saviez-vous qu’un tsunami avait déjà frappé la France en 1979, dans la région d’Antibes ? Et que selon l’UNESCO, le risque qu’un tsunami frappe les côtes méditerranéennes dans les trente prochaines années est proche de 100% ?

Pour savoir si la France est prête à y faire face, nous avons rencontré plusieurs experts. Ils nous ont expliqué ce qui provoquait les tsunamis et comment s’y préparer.

#tsunami #france #mediterranee
__________________________________ 

S’abonner à la chaîne : https://bit.ly/2P99bfL 
Télécharger l'application : https://app.adjust.com/ulautn_ww4r6b
Facebook : https://www.facebook.com/LExpress 
Instagram : https://www.instagram.com/lexpressfr/
Linkedin : https://www.linkedin.com/company/lexpress/",2022-12-23T17:00:07Z,PT48S,1775,44,2,"[""l'express"", ""l'express vidéo"", 'express vidéo', 'express actualité']"
16,"Témoignages : sous OQTF, ils racontent leur quotidien ""en suspens"" - L'Express",oc3epex_ZmQ,"Témoignages : sous OQTF, ils racontent leur quotidien ""en suspens""",UCp2kK3DyhpgFOdILF3BBC9A,L'Express,"Il y a quelques jours, notre journaliste Céline Delbecque s’est rendue à la Cimade, une association qui vient en aide aux réfugiés. 

Elle a pu y rencontrer des personnes placées sous obligation de quitter le territoire français (OQTF). Alors que Gérald Darmanin a annoncé son intention de leur rendre ""la vie impossible"", trois d’entre eux témoignent d’une vie en ""zone grise"".

Depuis 2011, ce sont près d’un million d’étrangers en situation irrégulière qui ont été notifiés d’une OQTF. 

#OQTF #societe #France
__________________________________ 

S’abonner à la chaîne : https://bit.ly/2P99bfL 
Télécharger l'application : https://app.adjust.com/ulautn_ww4r6b
Facebook : https://www.facebook.com/LExpress 
Instagram : https://www.instagram.com/lexpressfr/
Linkedin : https://www.linkedin.com/company/lexpress/",2022-12-20T17:00:27Z,PT1M,666,17,1,"[""l'express"", ""l'express vidéo"", 'express vidéo', 'express actualité']"
17,PODCAST. Guerre en Ukraine : l’hiver peut-il jouer contre la Russie ? - L'Express,XhYTtjUK3uM,PODCAST. Guerre en Ukraine : l’hiver peut-il jouer contre la Russie ?,UCp2kK3DyhpgFOdILF3BBC9A,L'Express,"À qui profitera l’hiver en Ukraine ? À Poutine, qui veut priver les Ukrainiens de chauffage, en multipliant les tirs de missiles sur des infrastructures énergétiques, ou à l’armée ukrainienne, mieux équipée pour des combats par – 10 degrés ?

Dans cet épisode de La Loupe, Xavier Yvon analyse les conséquences de l’hiver sur la guerre en Ukraine avec Paul Véronique, journaliste au service Monde de L’Express, et Yohann Michel, chercheur sur les questions de défense à l’International Institute for Strategic Studies (IISS).

#Urkaine #guerre #guerreukrainerussie #Russie

__________________________________ 

S’abonner à la chaîne : https://bit.ly/2P99bfL 
Télécharger l'application : https://app.adjust.com/ulautn_ww4r6b
Facebook : https://www.facebook.com/LExpress 
Instagram : https://www.instagram.com/lexpressfr/
Linkedin : https://www.linkedin.com/company/lexpress/",2022-12-19T17:00:26Z,PT3M40S,599,6,0,"[""l'express"", ""l'express vidéo"", 'express vidéo', 'express actualité']"
18,Sommes-nous prêts pour le prochain tsunami en France ? - L'Express,9kundtM9EHw,Sommes-nous prêts pour le prochain tsunami en France ?,UCp2kK3DyhpgFOdILF3BBC9A,L'Express,"L’Unesco affirme que le risque qu'un tsunami frappe les côtes méditerranéennes dans les trente prochaines années est proche de 100%. Une bonne raison d'y croire : c'est déjà arrivé, en 1979, dans la région d'Antibes. Récit en vidéo.  






#tsunami #environnement #climat #france 
__________________________________ 

S’abonner à la chaîne : https://bit.ly/2P99bfL 
Télécharger l'application : https://app.adjust.com/ulautn_ww4r6b
Facebook : https://www.facebook.com/LExpress 
Instagram : https://www.instagram.com/lexpressfr/
Linkedin : https://www.linkedin.com/company/lexpress/",2022-12-18T11:00:04Z,PT5M2S,43749,16,1,"[""l'express"", ""l'express vidéo"", 'express vidéo', 'express actualité']"
19,"Coupe du monde : un ""effet boycott"" sur les audiences télé ? - L'Express",0BZmKGoeadk,"Coupe du monde : un ""effet boycott"" sur les audiences télé ?",UCp2kK3DyhpgFOdILF3BBC9A,L'Express,"La deuxième finale consécutive des Bleus permet une comparaison à armes égales entre les audiences télé de l'édition 2018 en Russie et celles de 2022 au Qatar. La conclusion est sans appel. 





#coupedumonde #coupedumonde2022 #qatar #football 
__________________________________ 

S’abonner à la chaîne : https://bit.ly/2P99bfL 
Télécharger l'application : https://app.adjust.com/ulautn_ww4r6b
Facebook : https://www.facebook.com/LExpress 
Instagram : https://www.instagram.com/lexpressfr/
Linkedin : https://www.linkedin.com/company/lexpress/",2022-12-16T18:11:41Z,PT2M51S,1311,7,1,"[""l'express"", ""l'express vidéo"", 'express vidéo', 'express actualité']"
20,"Cadeaux de Noël : offrir des diamants, une mauvaise idée ? - L'Express",WxnnVkzU7uk,"Cadeaux de Noël : offrir des diamants, une mauvaise idée ?",UCp2kK3DyhpgFOdILF3BBC9A,L'Express,"La production de diamants naturels a un lourd impact écologique et humain. Entre l’extraction de roche, les conditions de travail des ouvriers, l’empreinte carbone… on s’est demandé s’il existait des diamants durables.

Pour y répondre, nous avons rencontré plusieurs spécialistes ainsi que la directrice de Diam Concept, une entreprise qui produit des diamants synthétiques. S’il est impossible de les distinguer des diamants naturels à l’œil nu, sont-ils réellement plus éthiques ? 

#diamants #ecologie #climat #ethique  #noel 
__________________________________ 

S’abonner à la chaîne : https://bit.ly/2P99bfL 
Télécharger l'application : https://app.adjust.com/ulautn_ww4r6b
Facebook : https://www.facebook.com/LExpress 
Instagram : https://www.instagram.com/lexpressfr/
Linkedin : https://www.linkedin.com/company/lexpress/",2022-12-16T17:00:17Z,PT1M,321,8,0,"[""l'express"", ""l'express vidéo"", 'express vidéo', 'express actualité']"
21,PODCAST. Comment (et pourquoi) Cyril Hanouna a investi le champ politique - L'Express,NoKtEJLFidk,PODCAST. Comment (et pourquoi) Cyril Hanouna a investi le champ politique,UCp2kK3DyhpgFOdILF3BBC9A,L'Express,"""Faut-il accepter les invitations sur le plateau de Cyril Hanouna ?"" Ces dernières années, il n’est pas une personnalité politique de premier plan qui n'ait pas retourné cette question dans tous les sens. L’animateur assume désormais son penchant pour la politique (au point d’avoir envisagé de se présenter lui-même à l’élection présidentielle)… Sans rien changer à ses méthodes, faites d’intimidations et de règlements de compte.

Dans cet épisode de La Loupe, Xavier Yvon décrypte la mue du ""bouffon"" de la TNT avec Etienne Girard et Alexandra Saviana, du service Société de L’Express, et Olivier Pérou, journaliste au service Politique.

Ecoutez cet épisode et abonnez-vous à La Loupe sur Apple Podcasts, Spotify, Deezer, Google Podcasts, Podcast Addict et Amazon Music.
__________________________________ 

S’abonner à la chaîne : https://bit.ly/2P99bfL 
Télécharger l'application : https://app.adjust.com/ulautn_ww4r6b
Facebook : https://www.facebook.com/LExpress 
Instagram : https://www.instagram.com/lexpressfr/
Linkedin : https://www.linkedin.com/company/lexpress/",2022-12-15T17:00:21Z,PT42S,273,2,0,"[""l'express"", ""l'express vidéo"", 'express vidéo', 'express actualité']"
22,Qatargate : le scandale de corruption à Bruxelles résumé en 1 minute - L'Express,J2VeSNK8IFo,Qatargate : le scandale de corruption à Bruxelles résumé en 1 minute,UCp2kK3DyhpgFOdILF3BBC9A,L'Express,"L'eurodéputée grecque et désormais ex vice-présidente du Parlement européen, Eva Kaili, mise en cause dans un retentissant scandale de corruption présumée impliquant le Qatar, clamait son innocence en attendant une décision de justice mercredi. Elle assurait ignorer l'existence des sommes d'argent considérables retrouvées à son domicile.

On vous résume tout en 1 minute. 

#Qatargate #EvaKaili #parlementeuropéen 

__________________________________ 

S’abonner à la chaîne : https://bit.ly/2P99bfL 
Télécharger l'application : https://app.adjust.com/ulautn_ww4r6b
Facebook : https://www.facebook.com/LExpress 
Instagram : https://www.instagram.com/lexpressfr/
Linkedin : https://www.linkedin.com/company/lexpress/",2022-12-15T09:00:08Z,PT59S,11023,393,47,"[""l'express"", ""l'express vidéo"", 'express vidéo', 'express actualité']"
23,Pénurie de chauffeurs à la RATP : dans le simulateur qui forme les futurs agents - L'Express,W9UTlsbf_AM,Pénurie de chauffeurs à la RATP : dans le simulateur qui forme les futurs agents,UCp2kK3DyhpgFOdILF3BBC9A,L'Express,"🚇 La RATP devrait manquer de 500 conducteurs d’ici 2023, et il faut près de six mois pour former un agent opérationnel. 

Notre journaliste Sebastien Pommier a assisté à une session de formation.

Son enquête complète est à retrouver ici ➡️ https://bit.ly/3WiDkvD

#RATP #metro #reportage 

__________________________________ 

S’abonner à la chaîne : https://bit.ly/2P99bfL 
Télécharger l'application : https://app.adjust.com/ulautn_ww4r6b
Facebook : https://www.facebook.com/LExpress 
Instagram : https://www.instagram.com/lexpressfr/
Linkedin : https://www.linkedin.com/company/lexpress/",2022-12-13T17:15:02Z,PT1M,10898,262,17,"[""l'express"", ""l'express vidéo"", 'express vidéo', 'express actualité']"
24,"PODCAST. Les Etats-Unis, véritables gagnants de la guerre en Ukraine - L'Express",1MWYab_sNQI,"PODCAST. Les Etats-Unis, véritables gagnants de la guerre en Ukraine",UCp2kK3DyhpgFOdILF3BBC9A,L'Express,"La guerre en Ukraine n’est pas terminée, et pourtant un grand gagnant apparaît déjà, sans avoir envoyé un seul soldat au front… Diplomatie, énergie, armes, céréales, les États-Unis ressortent déjà plus forts de ce conflit, au détriment notamment de l’Europe.

Dans cet épisode de La Loupe, Xavier Yvon explique comment les Etats-Unis sont les vainqueurs de la guerre en Ukraine avec Béatrice Mathieu, grand reporter à L’Express et Clément Daniez, journaliste au service Monde.

#Ukraine #russie #usa #guerreukrainerussie 

__________________________________ 

S’abonner à la chaîne : https://bit.ly/2P99bfL 
Télécharger l'application : https://app.adjust.com/ulautn_ww4r6b
Facebook : https://www.facebook.com/LExpress 
Instagram : https://www.instagram.com/lexpressfr/
Linkedin : https://www.linkedin.com/company/lexpress/",2022-12-12T17:00:02Z,PT18M35S,1521,26,20,"[""l'express"", ""l'express vidéo"", 'express vidéo', 'express actualité']"
25,Offrir des diamants à Noël : mauvaise idée ? - L'Express,ukNndM9_Jhw,Offrir des diamants à Noël : mauvaise idée ?,UCp2kK3DyhpgFOdILF3BBC9A,L'Express,"La pollution environnementale occasionnée par le commerce de diamants naturels pousse certains à se tourner vers les diamants synthétiques, fabriqués en laboratoire. Mais sont-ils vraiment plus durables ?






#environment #diamants #noel 
__________________________________ 

S’abonner à la chaîne : https://bit.ly/2P99bfL 
Télécharger l'application : https://app.adjust.com/ulautn_ww4r6b
Facebook : https://www.facebook.com/LExpress 
Instagram : https://www.instagram.com/lexpressfr/
Linkedin : https://www.linkedin.com/company/lexpress/",2022-12-11T13:00:23Z,PT6M8S,3002,12,0,"[""l'express"", ""l'express vidéo"", 'express vidéo', 'express actualité']"
26,"Qu'est-ce qu'un ""chaussidou"" ? L'Express vous explique tout - L'Express",XaTByAJ3NsM,"Qu'est-ce qu'un ""chaussidou"" ? L'Express vous explique tout",UCp2kK3DyhpgFOdILF3BBC9A,L'Express,"🚲 Une seule voie où ne peuvent se croiser les voitures : dans plusieurs communes en France, des ""chaussidoux"" sont installés pour favoriser la circulation des cyclistes.

Chaque vendredi, l'équipe de La Loupe range dans son armoire la définition d'un concept dont vous entendez souvent parler dans l'actualité... Sans forcément en saisir tous les enjeux.

Dans cet épisode, Alexandra Saviana, journaliste au service Société de L'Express, vous explique ce qu'est un ""chaussidou"".

Ecoutez cet épisode et abonnez-vous à La Loupe sur Apple Podcasts, Spotify, Deezer, Google Podcasts, Podcast Addict et Amazon Music.

#chaussidou #velo #france 

__________________________________ 

S’abonner à la chaîne : https://bit.ly/2P99bfL 
Télécharger l'application : https://app.adjust.com/ulautn_ww4r6b
Facebook : https://www.facebook.com/LExpress 
Instagram : https://www.instagram.com/lexpressfr/
Linkedin : https://www.linkedin.com/company/lexpress/",2022-12-09T17:00:16Z,PT54S,118,2,0,"[""l'express"", ""l'express vidéo"", 'express vidéo', 'express actualité']"
